critic,fresh,imdb,publication,quote,review_date,rtid,title
Tom Keogh,fresh,114746.0,Film.com,This film hits a nerve a lot more effectively than either the director's Brazil or The Fisher King.,2000-01-01,15508.0,Twelve Monkeys
Keith Simanton,fresh,114746.0,Film.com,"At one point Cole says that viewing the past is like watching a good movie, 'Every time you see it it's different, because you're different.' 12 Monkeys is a film that will do that, change as you change.",2000-01-01,15508.0,Twelve Monkeys
Peter Stack,fresh,114746.0,San Francisco Chronicle,A potent glimpse of doom with a jarringly familiar ring.,2000-01-01,15508.0,Twelve Monkeys
Owen Gleiberman,fresh,114746.0,Entertainment Weekly,"[Gilliam] turns a world falling apart into a funky, dizzying spectacle.",1995-12-27,15508.0,Twelve Monkeys
Roger Ebert,fresh,114952.0,Chicago Sun-Times,,2000-01-01,770927333.0,Wings of Courage
Mike Clark,rotten,114952.0,USA Today,"This 40-minute epic about mountain survival in the wake of a plane crash is like sitting through Alive again, though in this case there isn't anything for the hero to eat.",2000-01-01,770927333.0,Wings of Courage
Caryn James,none,114952.0,New York Times,,2000-01-01,770927333.0,Wings of Courage
Stephen Holden,none,112749.0,New York Times,,2004-08-30,11010.0,"Cry, the Beloved Country"
Kevin Thomas,none,112749.0,Los Angeles Times,,2001-02-13,11010.0,"Cry, the Beloved Country"
Susan Stark,fresh,112749.0,Detroit News,,2000-01-01,11010.0,"Cry, the Beloved Country"
Roger Ebert,rotten,112749.0,Chicago Sun-Times,,2000-01-01,11010.0,"Cry, the Beloved Country"
Tom Green,fresh,112749.0,USA Today,Especially heart-rending thanks to superb performances by James Earl Jones and Richard Harris.,2000-01-01,11010.0,"Cry, the Beloved Country"
Desson Thomson,none,112749.0,Washington Post,,2000-01-01,11010.0,"Cry, the Beloved Country"
Peter Stack,none,112749.0,San Francisco Chronicle,,2000-01-01,11010.0,"Cry, the Beloved Country"
James Berardinelli,fresh,112749.0,ReelViews,,2000-01-01,11010.0,"Cry, the Beloved Country"
Joe Morgenstern,none,114279.0,Wall Street Journal,,2012-01-21,13265.0,Richard III
Owen Gleiberman,fresh,114279.0,Entertainment Weekly,,2011-09-07,13265.0,Richard III
Godfrey Cheshire,fresh,114279.0,Variety,A sure-fire crowd-pleaser among recent Shakespeare movies.,2008-07-09,13265.0,Richard III
Hal Hinson,fresh,114279.0,Washington Post,"In a shamelessly entertaining display of acting brilliance, McKellen 'plays' the demon's good arm as if it were a Stradivarius, executing one showy stunt after another.",2008-02-27,13265.0,Richard III
Stephen Garrett,fresh,114279.0,Time Out,This triumphant take on the Crookback king is as different from Olivier's '50s historical pageant as chalk is from malmsey.,2006-06-24,13265.0,Richard III
Andrew Geller,fresh,114279.0,New York Times,It is all in the grand manner of Shakespearean tragedies.,2003-05-21,13265.0,Richard III
Kenneth Turan,fresh,114279.0,Los Angeles Times,"This is Shakespeare exciting enough for even the most dubious, which, after all, is no less than the man deserves.",2001-02-13,13265.0,Richard III
Mike Clark,rotten,114279.0,USA Today,The updating is the kind of fanciful exercise far better suited to the stage than to the literal confines of the screen.,2000-01-01,13265.0,Richard III
Mick LaSalle,fresh,114279.0,San Francisco Chronicle,"Combines a shrewd understanding of Shakespeare with a healthy, low-brow approach to cinema.",2000-01-01,13265.0,Richard III
Susan Stark,fresh,114279.0,Detroit News,,2000-01-01,13265.0,Richard III
Jeff Millar,fresh,114279.0,Houston Chronicle,McKellen's enormous performance as Richard represents the film's biggest tinkering with theatrical canon.,2000-01-01,13265.0,Richard III
Desson Thomson,fresh,114279.0,Washington Post,"The actors are uniformly good, including Broadbent's unctuous Buckingham and Hawthorne's sweet, unsuspecting Clarence.",2000-01-01,13265.0,Richard III
James Berardinelli,fresh,114279.0,ReelViews,"While this curious clash between a near-modern setting and the much older source material might seem confounding, it actually serves to energize the play, as well as making it more palatable to present-day audiences.",2000-01-01,13265.0,Richard III
,fresh,114279.0,Entertainment Weekly,,1995-12-29,13265.0,Richard III
Todd McCarthy,fresh,112819.0,Variety,"Dead Presidents may eventually box itself into a narrative dead end, but its muscular engagement of weighty themes and explosive situations makes it a powerful drama.",2009-03-26,13396.0,Dead Presidents
,rotten,112819.0,Time Out,"There are intriguing aspects to this yarn, and the brothers can choreograph a scene, but you get the impression that they learned all they know from other movies, the blood and guts is gratuitous...",2006-01-26,13396.0,Dead Presidents
Caryn James,rotten,112819.0,New York Times,"Like those overreaching sophomore term papers we can all laugh at now, this disappointing film may free the Hughes brothers to move on to fresher, more inspired work.",2003-05-20,13396.0,Dead Presidents
Peter Stack,rotten,112819.0,San Francisco Chronicle,"It's an overly ambitious effort that strains to work as a coming-of-age drama, a 1960s period piece and a searing comment on the way African American GIs went largely unappreciated for their war efforts.",2002-06-18,13396.0,Dead Presidents
Peter Travers,rotten,112819.0,Rolling Stone,What emerges is an uneasy blend of didacticism and juiced-up bloodletting (the brothers don't know when to stop with the exploding squibs) that bury the film's message and its good intentions.,2001-05-12,13396.0,Dead Presidents
Kenneth Turan,fresh,112819.0,Los Angeles Times,"Made with fluid skill and a passion for storytelling, its tale of how the Vietnam War and American society affect a black Marine remains accessible while confounding expectations.",2001-02-13,13396.0,Dead Presidents
Hal Hinson,fresh,112819.0,Washington Post,"Dead Presidents is like a shotgun blast in the face: It's that powerful, that lethal, that ugly.",2000-01-01,13396.0,Dead Presidents
James Berardinelli,fresh,112819.0,ReelViews,"People of any color can sympathize with the plight of Anthony Curtis and understand, if not agree with, the eventual choices life forces him to make.",2000-01-01,13396.0,Dead Presidents
Mike Clark,fresh,112819.0,USA Today,Messy but mesmerizing.,2000-01-01,13396.0,Dead Presidents
Susan Stark,fresh,112819.0,Detroit News,,2000-01-01,13396.0,Dead Presidents
Desson Thomson,rotten,112819.0,Washington Post,"Unfortunately, the story manages to be intense (and very bloody), heartfelt and superficial, all at the same time.",2000-01-01,13396.0,Dead Presidents
Roger Ebert,rotten,112819.0,Chicago Sun-Times,"Here is a film that feels incomplete, as if its last step is into thin air. Scene by scene you feel its skill, but you leave the theater wondering about the meaning of it all.",2000-01-01,13396.0,Dead Presidents
,fresh,112819.0,Entertainment Weekly,,1995-10-06,13396.0,Dead Presidents
Lisa Schwarzbaum,fresh,114272.0,Entertainment Weekly,,2011-09-07,13568.0,Restoration
James Greenberg,none,114272.0,Hollywood Reporter,,2011-02-08,13568.0,Restoration
Godfrey Cheshire,none,114272.0,Variety,,2009-03-26,13568.0,Restoration
Susan Stark,rotten,114272.0,Detroit News,,2008-10-18,13568.0,Restoration
Geoff Andrew,rotten,114272.0,Time Out,Engaging if uneven.,2006-02-09,13568.0,Restoration
Janet Maslin,fresh,114272.0,New York Times,"Since the robust 17th-century picaresque tale is not enjoying any current vogue, the success of ""Restoration"" can be considered a very pleasant surprise.",2003-05-20,13568.0,Restoration
Kevin Thomas,rotten,114272.0,Los Angeles Times,The film is overcome by the rumbling workings of a creaky plot as the story grows more serious.,2002-08-15,13568.0,Restoration
Peter Stack,rotten,114272.0,San Francisco Chronicle,"The movie takes on a somber, fitful atmosphere of straining epic proportions. But it strays into an episodic bog that leaves it gasping for dramatic life.",2002-06-18,13568.0,Restoration
Peter Travers,fresh,114272.0,Rolling Stone,"Lively, lavish and grandly acted pageant.",2001-05-12,13568.0,Restoration
Mike Clark,rotten,114272.0,USA Today,What virtues the movie has are cosmetic.,2000-01-01,13568.0,Restoration
Jeff Millar,fresh,114272.0,Houston Chronicle,"While this sly and sumptuous new film offers just the single word as its title, it will make you think of all you learned about Restoration comedy -- and drama -- in that long-ago History of the Theater 101 course.",2000-01-01,13568.0,Restoration
James Berardinelli,fresh,114272.0,ReelViews,"Solid entertainment, especially in a season when Hollywood's releases are repeatedly causing grimaces.",2000-01-01,13568.0,Restoration
Rita Kempley,fresh,114272.0,Washington Post,"A garishly gilded, gloriously overstuffed costume drama.",2000-01-01,13568.0,Restoration
Roger Ebert,fresh,114272.0,Chicago Sun-Times,Restoration avoids the pitfalls of pious historical reconstructions and plunges right into the cauldron.,2000-01-01,13568.0,Restoration
,none,113855.0,Variety,,2012-02-23,10565.0,Mortal Kombat
Lisa Schwarzbaum,rotten,113855.0,Entertainment Weekly,,2011-09-07,10565.0,Mortal Kombat
Leonard Klady,fresh,113855.0,Variety,"Where others have sunk in the mire of imitation, director Paul Anderson and writer Kevin Droney effect a viable balance between exquisitely choreographed action and ironic visual and verbal counterpoint.",2008-09-22,10565.0,Mortal Kombat
Derek Adams,fresh,113855.0,Time Out,"British director Anderson does a fair job with what he was given: four good-looking leads, some very impressive sfx, Babylonian sets, a bone-crunching soundtrack, and a battery of well-choreographed fights.",2006-06-24,10565.0,Mortal Kombat
Stephen Holden,fresh,113855.0,New York Times,The most intriguing is a glassy-eyed follower whose right hand shoots out a hissing reptile that can extend itself for miles. Exotic creatures like these make watching Mortal Kombat feel like being in a high-tech fun house.,2003-05-20,10565.0,Mortal Kombat
Richard Harrington,rotten,113855.0,Washington Post,"Likely to satisfy only the core audience already hooked on video and arcade games, and even that's not a sure thing.",2000-01-01,10565.0,Mortal Kombat
Laura Evenson,rotten,113855.0,San Francisco Chronicle,"The movie has everything a teenage boy could want... Everything, that is, but an interesting plot, decent dialogue and compelling acting.",2000-01-01,10565.0,Mortal Kombat
Sean Means,rotten,113855.0,Film.com,"The movie that most nearly approximates a video game: lots of action, no plot, eye-catching computer effects and a dollop of violence.",2000-01-01,10565.0,Mortal Kombat
John Hartl,rotten,113855.0,Film.com,"Just looks and plays a lot like Johnny Mnemonic, Double Dragon and other video-game-inspired, mayhem-filled messes.",2000-01-01,10565.0,Mortal Kombat
Ben Walters,fresh,337978.0,Time Out,Len Wiseman handles many of the set-pieces with flair and tension.,2011-11-17,494020502.0,Live Free or Die Hard
Bob Mondello,fresh,337978.0,NPR.org,"It's not remotely plausible, but with Willis' McClane leaping onto the tailfins of passing jet fighters and bringing down helicopters by launching police cars at them, there's enough stuff blowing up that action fans won't mind much.",2008-10-18,494020502.0,Live Free or Die Hard
Andrea Gronvall,rotten,337978.0,Chicago Reader,The bad guys' omnipotence at nearly every turn dilutes the film's suspense.,2008-01-04,494020502.0,Live Free or Die Hard
Owen Gleiberman,fresh,337978.0,Entertainment Weekly,"An enjoyable pop projection of post-9/11 anxiety. That said, it also makes you nostalgic for the days when irresponsible action movies didn't have to deal with it.",2007-11-28,494020502.0,Live Free or Die Hard
Kyle Smith,fresh,337978.0,New York Post,"What's the fourth ""Die Hard"" called? I keep forgetting. ""Die Hard: With a Pension""? ""Die Hardened Arteries""? ""Die Laughing""?",2007-07-31,494020502.0,Live Free or Die Hard
Jonathan F. Richards,fresh,337978.0,Film.com,"Movie characters like McClane are the Paul Bunyans and John Henrys and Pecos Bills of our age, the stuff of tall tales spun with the technology of an age whose campfires are found in multiplexes with stadium seating.",2007-07-15,494020502.0,Live Free or Die Hard
Joshua Rothkopf,rotten,337978.0,Time Out,The rookie mistakes are legion.,2007-07-12,494020502.0,Live Free or Die Hard
Andrew Sarris,fresh,337978.0,New York Observer,Willis should not be the victim of facile stereotyping. He brings more heart and humor to apocalyptic pulp fiction than any other actor I can think of offhand.,2007-07-11,494020502.0,Live Free or Die Hard
Rene Rodriguez,fresh,337978.0,Miami Herald,"Far from the crass, just-for-the-money sequel it appeared to be on paper. It's a genuine blast.",2007-06-30,494020502.0,Live Free or Die Hard
Joe Morgenstern,fresh,337978.0,Wall Street Journal,"Terrific entertainment, and startlingly shrewd in the bargain, a combination of minimalist performances -- interestingly minimalist -- and maximalist stunts that make you laugh, as you gape, at their thunderous extravagance.",2007-06-28,494020502.0,Live Free or Die Hard
Peter Rainer,fresh,337978.0,Christian Science Monitor,Easily the best in the series since the first one.,2007-06-28,494020502.0,Live Free or Die Hard
Scott Tobias,rotten,337978.0,AV Club,"None of the scrapes and bruises [Willis] sustains are as wince-inducing as the image of his younger self in the first film, padding across broken glass with bare feet. He was human back in 1988; now he's the Terminator.",2007-06-27,494020502.0,Live Free or Die Hard
Rob Nelson,rotten,337978.0,Village Voice,"The real intrigue has to do with whether McClane -- 'a Timex watch in a digital age,' per the lead baddie (Timothy Olyphant) -- can log in to 2007.",2007-06-27,494020502.0,Live Free or Die Hard
Stephanie Zacharek,fresh,337978.0,Salon.com,"Willis' John McClane, with that sly, sideways smile, is like an old acquaintance you don't mind running into. He may be older and balder, but he's none the worse for the wear. And he can still take a punch.",2007-06-27,494020502.0,Live Free or Die Hard
James Berardinelli,rotten,337978.0,ReelViews,"Live Free or Die Hard may work better for an audience that doesn't know much about the series than it will for Die Hard die hards, who will be wondering who that impersonator is and what he did with the real John McClane.",2007-06-27,494020502.0,Live Free or Die Hard
